"Id rejestru"|"Typ praktyki"|"Numer uchwały wykr."|"Data uchwały wykr."|"Numer ksiegi"|"Nazwa"|"Izba kod"|"Izba opis"|"Numer wpisu do rejestru przedsiebiorcow"|"Forma organizacyjno - prawna kod"|"Forma organizacyjno - prawna opis"|"Data rozp. dzialalnosci"|"Data rozp. dzialalnosci art. 104"|"Data zak. dzialalnosci"
"35832"|"Grupowa"|""|""|"000000032100"|""|"50"|"Okręgowa Izba Lekarska w Białymstoku"|""|""|""|"2010-04-28"|""|""
"35835"|"Grupowa"|""|""|"000000032101"|""|"50"|"Okręgowa Izba Lekarska w Białymstoku"|""|""|""|"2010-04-28"|""|""
"35858"|"Grupowa"|""|""|"000000032112"|""|"50"|"Okręgowa Izba Lekarska w Białymstoku"|""|""|""|"2010-06-09"|""|""
"35860"|"Grupowa"|""|""|"000000032113"|""|"50"|"Okręgowa Izba Lekarska w Białymstoku"|""|""|""|"2010-06-09"|""|""
"35931"|"Grupowa"|""|""|"000000032148"|""|"50"|"Okręgowa Izba Lekarska w Białymstoku"|""|""|""|"2010-11-03"|""|""
"35941"|"Grupowa"|""|""|"000000032153"|""|"50"|"Okręgowa Izba Lekarska w Białymstoku"|""|""|""|"2010-11-03"|""|""
"36046"|"Grupowa"|""|""|"000000032204"|""|"50"|"Okręgowa Izba Lekarska w Białymstoku"|""|""|""|"2011-04-27"|""|""
"36047"|"Grupowa"|""|""|"000000032205"|""|"50"|"Okręgowa Izba Lekarska w Białymstoku"|""|""|""|"2011-04-27"|""|""
"36131"|"Grupowa"|""|""|"000000032246"|""|"50"|"Okręgowa Izba Lekarska w Białymstoku"|""|""|""|"2011-10-05"|""|""
"36145"|"Grupowa"|""|""|"000000032252"|""|"50"|"Okręgowa Izba Lekarska w Białymstoku"|""|""|""|"2011-10-19"|""|""
"36386"|"Grupowa"|""|""|"000000032371"|""|"50"|"Okręgowa Izba Lekarska w Białymstoku"|""|""|""|"2011-10-19"|""|""
"36393"|"Grupowa"|""|""|"000000032372"|""|"50"|"Okręgowa Izba Lekarska w Białymstoku"|""|""|""|"2011-10-19"|""|""
"39249"|"Grupowa"|""|""|"000000033778"|"Grupowa Specjalistyczna Praktyka Stomatologiczna S.C. Anna i Bogdan Sawiccy"|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|"0800"|"0800 - spółka cywilna"|"1993-10-26"|""|""
"39406"|"Grupowa"|""|""|"000000033855"|"Grupowa Praktyka Stomatologiczna Rafał Kuśmierczyk, Katarzyna Kuśmierczyk s.c."|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|"0800"|"spółka cywilna"|"2005-02-18"|"2012-06-14"|""
"39488"|"Grupowa"|""|""|"000000033899"|"TAR-MED s.c. Usługi Medyczne lek.pediatra Krystyna Tarnawa,lek.med. Wiesław Tarnawa"|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|"0800"|"0800 - spółka cywilna"|"2005-02-18"|""|""
"39505"|"Grupowa"|""|""|"000000033904"|"MILDENT S.C. Grupowa Praktyka Stomatologiczna Iwona i Marek Lipińscy"|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|"0800"|"0800 - spółka cywilna"|"2004-11-26"|""|""
"39665"|"Grupowa"|""|""|"000000033984"|"GABINETY LEKARSKIE S.C. Marta i Piotr Karasińscy"|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|"0800"|"spółka cywilna"|"2003-12-05"|""|""
"39667"|"Grupowa"|""|""|"000000033985"|"xx"|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|"0800"|"spółka cywilna"|"2003-12-05"|""|""
"39669"|"Grupowa"|""|""|"000000033986"|"Grupowa Praktyka Lekarska lek. stom. Aneta Puchała, lek.stom Wojciech Puchała S.C."|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|"0800"|"spółka cywilna"|"2004-06-25"|""|""
"39784"|"Grupowa"|""|""|"000000034038"|""|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|""|""|"2004-12-29"|""|""
"39785"|"Grupowa"|""|""|"000000034039"|""|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|""|""|"2004-12-29"|""|""
"39786"|"Grupowa"|""|""|"000000034040"|"Gabinet Stomatologiczno-Lekarski S.C. Krystyna Perlińska-Terech, Jacek Terech"|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|"0800"|"spółka cywilna"|"2005-01-01"|""|""
"39874"|"Grupowa"|""|""|"000000034084"|""" TRIDENT"" Centrum Stomatologii Estetycznej Agnieszka Stępień - Gryczka &amp; Tomasz Gryczka"|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|"0800"|"0800 - spółka cywilna"|"2005-07-12"|""|""
"40189"|"Grupowa"|""|""|"000000034240"|"""Stomatologia Aleksandra i Tomasz  Ochenduszkiewicz-spółka cywilna """|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|"0800"|"spółka cywilna"|"2005-01-11"|""|""
"40445"|"Grupowa"|""|""|"000000034366"|"Grupowa Praktyka Stomatologiczna -Ewa Pasich,Adam Pasich.Spółka Cywilna"|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|"0800"|"spółka cywilna"|"2009-02-01"|"2009-02-06"|""
"40524"|"Grupowa"|""|""|"000000034408"|""|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|""|""|"2009-07-31"|""|""
"40901"|"Grupowa"|""|""|"000000034593"|"Grupowa Praktyka MM DENT s.c. Justyna Merta,Urszula Bronicka"|"51"|"Beskidzka Okręgowa Izba Lekarska w Bielsku-Białej"|""|"0800"|"0800 - spółka cywilna"|"2011-02-01"|"2011-08-26"|""
"41856"|"Grupowa"|""|""|"000000035063"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"1998-12-03"|""|""
"43171"|"Grupowa"|""|""|"000000035844"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"1998-12-03"|""|""
"43529"|"Grupowa"|""|""|"000000036202"|"Praktyka Grupowa"|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|"0800"|"0800 - spółka cywilna"|"2001-01-11"|"2012-06-26"|""
"43546"|"Grupowa"|""|""|"000000036219"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2001-01-11"|""|""
"43551"|"Grupowa"|""|""|"000000036224"|"Grupowa Praktyka Lekarska Maria Zielińska Anna Głodek"|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|"0800"|"spółka cywilna"|"2000-08-24"|""|""
"43552"|"Grupowa"|""|""|"000000036225"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2000-08-24"|""|""
"43553"|"Grupowa"|""|""|"000000036226"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2000-12-21"|""|""
"43569"|"Grupowa"|""|""|"000000036242"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2000-09-07"|""|""
"43582"|"Grupowa"|""|""|"000000036255"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2001-05-17"|""|""
"43587"|"Grupowa"|""|""|"000000036260"|"""Lekarz Rodzinny"" SC"|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|"0800"|"0800 - spółka cywilna"|"2001-06-28"|"2013-02-21"|""
"43687"|"Grupowa"|""|""|"000000036360"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2000-02-03"|""|""
"43766"|"Grupowa"|""|""|"000000036439"|"Grupowa Praktyka Lekarska Daria Jaromirska-Minczew, Gleb Minczew"|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|"0800"|"0800 - spółka cywilna"|"2003-01-30"|"2012-07-12"|""
"43777"|"Grupowa"|""|""|"000000036450"|"DENTINA usługi stomatologiczne D. Białka, A. Łosińska"|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|"0800"|"spółka cywilna"|"2003-02-27"|"2015-09-01"|""
"43800"|"Grupowa"|""|""|"000000036473"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2003-05-08"|""|""
"43815"|"Grupowa"|""|""|"000000036488"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2003-09-25"|""|""
"43830"|"Grupowa"|""|""|"000000036503"|"Spółka Lekarska Derkowski i Partnerzy"|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|"1000"|"1000 - spółka partnerska"|"2003-12-04"|"2012-07-01"|""
"43919"|"Grupowa"|""|""|"000000036592"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2004-05-13"|""|""
"43940"|"Grupowa"|""|""|"000000036613"|"Poradnie Specjalistyczne s.c."|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|"0800"|"spółka cywilna"|"2004-09-23"|""|""
"43986"|"Grupowa"|""|""|"000000036659"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2005-02-24"|""|""
"44072"|"Grupowa"|""|""|"000000036745"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2006-02-23"|""|""
"44213"|"Grupowa"|""|""|"000000036886"|"Grupowa Specjalistyczna Praktyka Lekarska Alina Dariusz Nowak SC"|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|"0800"|"0800 - spółka cywilna"|"2007-08-09"|"2012-06-14"|""
"44252"|"Grupowa"|""|""|"000000036925"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2007-11-14"|""|""
"44492"|"Grupowa"|""|""|"000000037165"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2008-09-04"|""|""
"44493"|"Grupowa"|""|""|"000000037166"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2008-09-04"|""|""
"44494"|"Grupowa"|""|""|"000000037167"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2008-09-18"|""|""
"44495"|"Grupowa"|""|""|"000000037168"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2008-09-18"|""|""
"44525"|"Grupowa"|""|""|"000000037198"|"Odwykowo  - Psychiatryczny Ośrodek Leczenia Grabicz i Karnnowski i Partnerzy Spółka Partnerska "|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|"1000"|"spółka partnerska"|"2008-11-27"|"2012-04-27"|""
"44545"|"Grupowa"|""|""|"000000037218"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2009-01-10"|""|""
"44554"|"Grupowa"|""|""|"000000037227"|""|"52"|"Bydgoska Izba Lekarska w Bydgoszczy"|""|""|""|"2009-01-22"|""|""
"44859"|"Grupowa"|""|""|"000000038436"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"1999-01-06"|""|""
"44860"|"Grupowa"|""|""|"000000039419"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2000-10-19"|""|""
"44862"|"Grupowa"|""|""|"000000039591"|"""Lekarze Stomatolodzy"" Beata Machalińska, Danuta Wawrzyniak s.c."|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"0800 - spółka cywilna"|"2001-07-11"|""|""
"44864"|"Grupowa"|""|""|"000000039657"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2001-08-22"|""|""
"44866"|"Grupowa"|""|""|"000000039713"|"Grupowa Praktyka Lekarska INLEJ s.c."|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"spółka cywilna"|"2000-08-23"|""|""
"44869"|"Grupowa"|""|""|"000000039718"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2001-01-24"|""|""
"44870"|"Grupowa"|""|""|"000000039719"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2001-02-07"|""|""
"44871"|"Grupowa"|""|""|"000000039747"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2001-04-11"|""|""
"44873"|"Grupowa"|""|""|"000000039941"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"1998-10-28"|""|""
"44874"|"Grupowa"|""|""|"000000040132"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2002-03-27"|""|""
"44875"|"Grupowa"|""|""|"000000040228"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2002-05-22"|""|""
"44876"|"Grupowa"|""|""|"000000040230"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2002-05-22"|""|""
"44878"|"Grupowa"|""|""|"000000020555"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2002-10-23"|""|""
"44880"|"Grupowa"|""|""|"000000041109"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2003-05-21"|""|""
"44881"|"Grupowa"|""|""|"000000041133"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2003-06-11"|""|""
"44883"|"Grupowa"|""|""|"000000041310"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2004-01-07"|""|""
"44884"|"Grupowa"|""|""|"000000041333"|"Grupowa Praktyka Lekarska Iwona Komasińska i Leszek Komasiński  Spółka Cywilna"|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"0800 - spółka cywilna"|"2004-01-28"|""|""
"44885"|"Grupowa"|""|""|"000000041349"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2004-02-25"|""|""
"44886"|"Grupowa"|""|""|"000000041351"|"GRUPOWA PRAKTYKA LEKARSKA ANDRZEJ MOHR, DOROTA WILCZEWSKA- MOHR"|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"0800 - spółka cywilna"|"2004-02-25"|""|""
"44888"|"Grupowa"|""|""|"000000041482"|"Grupowa Praktyka Stomatologiczna Spółka Cywilna Agnieszka Barańska-Janusz, Katarzyna Janusz-Pietruse"|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"0800 - spółka cywilna"|"2004-10-27"|""|""
"44889"|"Grupowa"|""|""|"000000041567"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2005-02-02"|""|""
"44890"|"Grupowa"|""|""|"000000041568"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2005-02-09"|""|""
"44891"|"Grupowa"|""|""|"000000041699"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2005-09-28"|""|""
"44892"|"Grupowa"|""|""|"000000041700"|"Centrum Stomatologiczne G. Zygmańska-Pancerz, T. Chabowski, P. Pancerz-Chabowska s.c."|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"spółka cywilna"|"2005-09-28"|""|""
"44893"|"Grupowa"|""|""|"000000041727"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2005-12-01"|""|""
"44895"|"Grupowa"|""|""|"000000041794"|"Grupowa Praktyka Lekarska Beata Szumska- Tyrzyk i Sebastian Tyrzyk Spółka partnerska"|"53"|"Okręgowa Izba Lekarska w Gdańsku"|"0000251914"|"1000"|"1000 - spółka partnerska"|"2006-03-23"|""|""
"44896"|"Grupowa"|""|""|"000000042211"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2007-11-08"|""|""
"44898"|"Grupowa"|""|""|"000000042348"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2008-02-07"|""|""
"44899"|"Grupowa"|""|""|"000000042483"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2008-06-19"|""|""
"44901"|"Grupowa"|""|""|"000000042633"|"SPECJALISATYCZNE PRAKTYKI LEKARSKIE GOWOREK i GOWOREK"|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"0800 - spółka cywilna"|"2008-12-18"|""|""
"44902"|"Grupowa"|""|""|"000000042679"|"DUO-DENT spółka cywilna M. Lewandowska, M. Stempelkowska"|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"spółka cywilna"|"2009-02-05"|""|""
"44903"|"Grupowa"|""|""|"000000042688"|"KLINIKA BALTICA- Grupowa Praktyka Lekarska S.C. Natalia i Wojciech Piaskowscy"|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"spółka cywilna"|"2012-03-20"|""|""
"44904"|"Grupowa"|""|""|"000000042850"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2009-08-20"|""|""
"44906"|"Grupowa"|""|""|"000000043015"|"""VIS-MED SŁUPSK"" SPÓŁKA CYWILNA BOŻENA SITKIEWICZ,HALINA ŻABIŃSKA,JACEK PAPIEROWSKI"|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"spółka cywilna"|"2010-01-07"|""|""
"44907"|"Grupowa"|""|""|"000000043056"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2010-02-11"|""|""
"44908"|"Grupowa"|""|""|"000000043209"|"Grupowa Praktyka Lekarska Joanna Kujawska Marta Jędrzejczyk S.C."|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"spółka cywilna"|"2010-07-22"|""|""
"44910"|"Grupowa"|""|""|"000000043473"|"Prof. Dobosz i Partnerzy Grupowa Praktyka Lekarska"|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"spółka cywilna"|"2011-03-31"|""|""
"44911"|"Grupowa"|""|""|"000000043615"|"NEURO - DENT S.C."|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|"0800"|"0800 - spółka cywilna"|"2011-07-21"|""|""
"44912"|"Grupowa"|""|""|"000000043898"|""|"53"|"Okręgowa Izba Lekarska w Gdańsku"|""|""|""|"2012-01-12"|""|""
"44922"|"Grupowa"|""|""|"000000044013"|""|"54"|"Okręgowa Izba Lekarska w Gorzowie Wielkopolskim"|""|""|""|"2001-04-20"|""|""
"45012"|"Grupowa"|""|""|"000000044103"|""|"54"|"Okręgowa Izba Lekarska w Gorzowie Wielkopolskim"|""|""|""|"1998-12-11"|""|""
"45370"|"Grupowa"|""|""|"000000044461"|""|"54"|"Okręgowa Izba Lekarska w Gorzowie Wielkopolskim"|""|""|""|"2002-04-26"|""|""
"45384"|"Grupowa"|""|""|"000000044475"|""|"54"|"Okręgowa Izba Lekarska w Gorzowie Wielkopolskim"|""|""|""|"2003-12-05"|""|""
"45463"|"Grupowa"|""|""|"000000044554"|""|"54"|"Okręgowa Izba Lekarska w Gorzowie Wielkopolskim"|""|""|""|"2005-12-02"|""|""
"45475"|"Grupowa"|""|""|"000000044566"|""|"54"|"Okręgowa Izba Lekarska w Gorzowie Wielkopolskim"|""|""|""|"2006-03-10"|""|""
"45476"|"Grupowa"|""|""|"000000044567"|""|"54"|"Okręgowa Izba Lekarska w Gorzowie Wielkopolskim"|""|""|""|"2006-03-10"|""|""
"45600"|"Grupowa"|""|""|"000000044690"|""|"54"|"Okręgowa Izba Lekarska w Gorzowie Wielkopolskim"|""|""|""|"2009-04-17"|""|""
"46745"|"Grupowa"|""|""|"000000045835"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"1999-10-06"|""|""
"46746"|"Grupowa"|""|""|"000000045836"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"1999-10-06"|""|""
"47894"|"Grupowa"|""|""|"000000046985"|"Grupowa Praktyka Lekarska Katarzyna Grudzień, Katarzyna Szymańska, Barbara Grudzień-Joańska"|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2001-02-07"|""|""
"47933"|"Grupowa"|""|""|"000000047024"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"1999-02-24"|""|""
"47935"|"Grupowa"|""|""|"000000047026"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"1999-08-18"|""|""
"47993"|"Grupowa"|""|""|"000000047084"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"1999-11-10"|""|""
"47994"|"Grupowa"|""|""|"000000047085"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"1999-01-06"|""|""
"48014"|"Grupowa"|""|""|"000000047105"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"1999-07-07"|""|""
"48136"|"Grupowa"|""|""|"000000047227"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"2000-12-20"|""|""
"48197"|"Grupowa"|""|""|"000000047288"|"Grupowa Praktyka Lekarska Barbara Bernacka-Szarla, Elżbieta Ślusarczyk-Głód, Wanda Tuszyńska"|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2000-11-08"|""|""
"48340"|"Grupowa"|""|""|"000000047431"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"2001-09-05"|""|""
"48407"|"Grupowa"|""|""|"000000047498"|"Grupowa Praktyka Lekarska Katarzyna Smyczek, Cezary Bednarczyk"|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2001-12-19"|""|""
"48410"|"Grupowa"|""|""|"000000047501"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"2001-12-19"|""|""
"48411"|"Grupowa"|""|""|"000000047502"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"2001-12-19"|""|""
"48418"|"Grupowa"|""|""|"000000047509"|"Grupowa Praktyka Lekarska Małgorzata Lelek, Piotr Lelek"|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2002-01-09"|""|""
"48617"|"Grupowa"|""|""|"000000047708"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"2002-10-23"|""|""
"48759"|"Grupowa"|""|""|"000000047850"|"OPTOMED Zakład Lecznictwa spółka jawna Anna Czech-Halska, Piotr Kabik"|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|"0900"|"spółka jawna"|"2003-04-16"|""|""
"49093"|"Grupowa"|""|""|"000000048182"|"Grupowa Praktyka Lekarska Jolanta Biernat, Krzysztof Gołba"|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2003-08-27"|""|""
"49898"|"Grupowa"|""|""|"000000048987"|"Grupowa Praktyka Lekarska Marek Deja, Halina Jabłecka-Deja"|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2005-02-09"|""|""
"50038"|"Grupowa"|""|""|"000000049127"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"2005-06-01"|""|""
"50067"|"Grupowa"|""|""|"000000049156"|""|"55"|"Okręgowa Izba Lekarska w Katowicach"|""|""|""|"2005-06-22"|""|""
